p1_class,p1_level,p1_hp,p1_ac,p1_avg_save,p2_class,p2_level,p2_hp,p2_ac,p2_avg_save,p3_class,p3_level,p3_hp,p3_ac,p3_avg_save,p4_class,p4_level,p4_hp,p4_ac,p4_avg_save,num_of_monsters,monster_name,monster_cr,monster_ac,monster_hp,dificulty
Cleric,2,16,14,2,Barbarian,2,20,13,2,Warlock,2,20,13,2,Bard,2,18,16,2,3,Giant Vulture,1.0,10,22,0.5
Monk,3,24,10,3,Druid,3,19,12,3,Artificer,3,22,12,3,Druid,3,19,14,3,3,Helmed Horror,4.0,20,60,0.0
Sorcerer,4,19,15,3,Wizzard,4,31,12,3,Artificer,4,26,17,3,Rogue,4,33,16,3,1,Githyanki Warrior,3.0,17,49,0.9223089480008259
Druid,4,37,13,3,Druid,4,39,16,3,Bard,4,36,13,3,Rogue,4,26,14,3,2,Wood Woad,5.0,18,75,1.0
Cleric,2,16,13,2,Artificer,2,16,18,2,Artificer,2,15,14,2,Sorcerer,2,13,11,2,1,Mezzoloth,5.0,18,75,0.0
Paladin,3,25,15,3,Monk,3,17,12,3,Cleric,3,12,14,3,Artificer,3,22,17,3,1,Kruthik Hive Lord,5.0,20,102,0.5515006891272018
Barbarian,2,25,14,2,Bard,2,14,12,2,Warlock,2,14,11,2,Sorcerer,2,14,11,2,1,Drider,6.0,19,123,0.0
Ranger,4,34,12,3,Fighter,4,36,17,3,Wizzard,4,27,15,3,Wizzard,4,25,11,3,2,Couatl,4.0,19,97,0.4360598981788246
Monk,2,10,15,2,Monk,2,9,13,2,Rogue,2,14,11,2,Bard,2,17,14,2,1,Couatl,4.0,19,97,0.49600674332460915
Rogue,3,20,12,3,Warlock,3,21,11,3,Druid,3,25,14,3,Warlock,3,25,11,3,10,Gnoll Witherling,0.25,12,11,0.9459517426273458
Artificer,2,12,18,2,Wizzard,2,9,14,2,Ranger,2,16,16,2,Wizzard,2,18,12,2,10,Grimlock,0.25,11,11,0.0
Druid,4,27,11,3,Fighter,4,40,18,3,Wizzard,4,20,12,3,Monk,4,37,13,3,1,Umber Hulk,5.0,18,93,0.5536726397082704
Rogue,3,14,13,3,Ranger,3,29,12,3,Bard,3,23,14,3,Ranger,3,25,12,3,2,Oni,7.0,16,110,0.13898796242301348
Monk,4,23,15,3,Ranger,4,32,17,3,Sorcerer,4,18,10,3,Monk,4,35,10,3,10,Badger,0.0,10,3,1.0
Wizzard,2,12,10,2,Sorcerer,2,11,10,2,Cleric,2,11,16,2,Druid,2,12,16,2,2,Duergar Screamer,3.0,15,38,0.15464426877470355
Paladin,1,10,18,2,Fighter,1,10,14,2,Sorcerer,1,6,13,2,Druid,1,8,11,2,1,Hobgoblin Captain,3.0,17,39,0.4610169491525423
Monk,1,9,12,2,Fighter,1,8,12,2,Rogue,1,11,12,2,Artificer,1,9,16,2,1,Hunter Shark,2.0,12,45,0.6141239484178966
Fighter,1,6,17,2,Rogue,1,8,17,2,Artificer,1,4,15,2,Warlock,1,7,12,2,1,Will-o'-Wisp,2.0,19,22,0.7298136645962733
Wizzard,4,22,15,3,Fighter,4,39,16,3,Artificer,4,37,16,3,Monk,4,35,15,3,1,Abominable Yeti,9.0,15,137,0.0
Warlock,2,15,11,2,Bard,2,11,14,2,Rogue,2,12,14,2,Druid,2,8,13,2,1,Hook Horror,3.0,15,75,0.829951690821256
Cleric,3,32,17,3,Rogue,3,24,13,3,Monk,3,22,14,3,Sorcerer,3,16,15,3,2,Wraith,5.0,13,67,0.665050372838331
Rogue,1,9,13,2,Bard,1,8,12,2,Fighter,1,7,14,2,Druid,1,8,16,2,10,Magma Mephit,0.5,11,22,0.0
Warlock,5,32,13,3,Barbarian,5,61,16,3,Paladin,5,42,14,3,Paladin,5,44,14,3,10,Quipper,0.0,13,1,1.0
Artificer,5,30,12,3,Rogue,5,36,12,3,Fighter,5,39,13,3,Monk,5,37,16,3,2,Mage,6.0,12,40,0.0
Barbarian,2,19,17,2,Sorcerer,2,12,10,2,Rogue,2,16,12,2,Paladin,2,22,15,2,10,Swarm of Wasps,0.5,12,22,0.0
Warlock,4,29,13,3,Barbarian,4,40,13,3,Druid,4,34,13,3,Wizzard,4,32,14,3,6,Plesiosaurus,2.0,13,68,0.0
Bard,2,16,13,2,Artificer,2,16,18,2,Wizzard,2,8,14,2,Ranger,2,18,13,2,4,Faerie Dragon (Yellow),1.0,15,14,1.0
Artificer,3,17,13,3,Ranger,3,22,12,3,Rogue,3,17,14,3,Warlock,3,24,12,3,10,Sacred Statue,-1.0,19,95,0.0
Fighter,1,8,19,2,Paladin,1,8,15,2,Druid,1,8,13,2,Bard,1,8,13,2,1,Specter,1.0,12,22,0.84375
Fighter,4,36,14,3,Wizzard,4,24,12,3,Bard,4,36,12,3,Monk,4,27,11,3,10,Mule,0.125,10,11,0.6004150702426565
Artificer,5,31,16,3,Monk,5,38,16,3,Druid,5,26,14,3,Druid,5,29,14,3,1,Hungry Sorrowsworn,11.0,17,225,0.5036444665964043
Paladin,5,47,15,3,Warlock,5,27,12,3,Barbarian,5,42,15,3,Bard,5,39,13,3,2,Lizardfolk Shaman,2.0,13,27,0.9957992208811379
Monk,5,46,13,3,Rogue,5,31,16,3,Artificer,5,31,13,3,Bard,5,45,13,3,12,Half-Ogre (Ogrillon),1.0,12,30,0.0
Artificer,3,29,15,3,Warlock,3,25,13,3,Rogue,3,29,13,3,Monk,3,30,11,3,2,Leucrotta,3.0,14,67,0.9531502423263327
Rogue,5,26,16,3,Fighter,5,42,12,3,Warlock,5,42,11,3,Ranger,5,47,16,3,1,Gray Render,12.0,19,189,0.18387576820599952
Barbarian,1,9,17,2,Rogue,1,7,13,2,Bard,1,7,14,2,Fighter,1,9,17,2,1,Ochre Jelly,2.0,8,45,0.8541666666666666
Cleric,1,6,16,2,Fighter,1,10,17,2,Bard,1,9,12,2,Fighter,1,7,19,2,10,Giant Frog,0.25,11,18,0.0
Paladin,4,39,14,3,Cleric,4,29,14,3,Fighter,4,35,13,3,Barbarian,4,40,12,3,1,Young Blue Dragon,9.0,18,152,0.0
Cleric,1,9,17,2,Fighter,1,13,19,2,Ranger,1,9,14,2,Wizzard,1,5,15,2,10,Cranium Rat,0.0,12,2,1.0
Fighter,4,32,17,3,Ranger,4,34,14,3,Fighter,4,43,18,3,Wizzard,4,25,11,3,2,Wereboar,4.0,10,78,0.8742183620840333
Paladin,5,53,18,3,Paladin,5,50,14,3,Bard,5,47,15,3,Monk,5,35,14,3,1,Draegloth,7.0,15,123,0.8837189426429437
Fighter,1,10,12,2,Artificer,1,6,18,2,Artificer,1,9,18,2,Rogue,1,9,14,2,1,Faerie Dragon (Green),2.0,15,14,1.0
Paladin,1,10,17,2,Cleric,1,11,17,2,Wizzard,1,8,14,2,Ranger,1,7,16,2,1,Duergar Mind Master,2.0,14,39,0.09007270153766969
Ranger,5,47,15,3,Fighter,5,33,12,3,Barbarian,5,60,14,3,Monk,5,47,12,3,3,Kuo-toa Whip,1.0,11,65,0.9534569679510263
Bard,4,28,14,3,Paladin,4,39,16,3,Warlock,4,29,11,3,Rogue,4,27,17,3,1,Enchanter Wizard,5.0,12,49,0.9554682596588012
Monk,5,30,15,3,Warlock,5,43,11,3,Cleric,5,30,15,3,Sorcerer,5,20,10,3,10,Vulture,0.0,10,5,0.06551246537396122
Druid,2,12,13,2,Artificer,2,16,15,2,Bard,2,19,12,2,Sorcerer,2,16,15,2,10,Skulk,0.5,14,18,0.0
Bard,5,34,13,3,Bard,5,35,12,3,Sorcerer,5,27,10,3,Druid,5,32,11,3,7,Nilbog,1.0,13,7,0.9071844820222852
Barbarian,5,55,12,3,Ranger,5,37,14,3,Wizzard,5,31,14,3,Druid,5,36,12,3,1,Ki-rin,12.0,20,153,0.0
Wizzard,4,16,15,3,Ranger,4,39,12,3,Artificer,4,23,13,3,Druid,4,23,12,3,10,Noble,0.125,15,9,0.9324129909088128
Monk,5,46,11,3,Artificer,5,44,14,3,Cleric,5,38,14,3,Monk,5,40,14,3,10,Thug,0.5,11,32,0.9488249922041009
Rogue,1,7,13,2,Paladin,1,13,14,2,Paladin,1,6,16,2,Fighter,1,6,12,2,10,Myconid Sprout,0.0,10,7,0.5814472503214225
Druid,5,39,11,3,Barbarian,5,57,16,3,Monk,5,41,12,3,Barbarian,5,54,15,3,2,Bone Devil,9.0,19,142,0.0035750257954097024
Wizzard,2,10,15,2,Artificer,2,16,12,2,Warlock,2,15,14,2,Fighter,2,19,15,2,1,Mimic,2.0,12,58,0.830124923202949
Cleric,2,21,14,2,Barbarian,2,17,15,2,Ranger,2,22,12,2,Artificer,2,16,17,2,10,Flying Snake,0.125,14,5,0.0
Warlock,1,6,15,2,Cleric,1,10,12,2,Artificer,1,6,17,2,Monk,1,6,11,2,10,Hawk,0.0,13,1,0.0
Druid,4,26,12,3,Sorcerer,4,18,11,3,Bard,4,31,12,3,Fighter,4,32,13,3,1,Drow Elite Warrior,5.0,18,71,0.5043079967641366
Fighter,3,28,13,3,Artificer,3,24,16,3,Bard,3,20,16,3,Ranger,3,28,12,3,1,Warlock of the Fiend,7.0,13,78,0.0
Monk,2,11,15,2,Fighter,2,17,16,2,Sorcerer,2,8,11,2,Monk,2,13,14,2,10,Velociraptor,0.25,13,10,0.0
Fighter,1,6,15,2,Artificer,1,11,17,2,Ranger,1,9,14,2,Warlock,1,6,13,2,10,Weasel,0.0,13,1,0.0
Fighter,4,29,13,3,Warlock,4,30,16,3,Wizzard,4,23,11,3,Artificer,4,37,12,3,10,Jackal,0.0,12,3,1.0
Druid,2,21,12,2,Fighter,2,16,19,2,Artificer,2,12,14,2,Wizzard,2,18,12,2,10,Flying Snake,0.125,14,5,0.6610186239170304
Bard,5,39,13,3,Rogue,5,39,12,3,Bard,5,29,12,3,Fighter,5,53,13,3,1,Treant,9.0,16,138,0.8764434338684676
Bard,4,26,15,3,Cleric,4,33,12,3,Cleric,4,34,16,3,Sorcerer,4,22,10,3,3,Bone Naga (Guardian),4.0,15,58,0.1517564330002909
Paladin,5,46,17,3,Paladin,5,50,17,3,Bard,5,41,14,3,Monk,5,30,13,3,10,Hobgoblin,0.5,18,11,0.8515243346551277
Cleric,1,5,16,2,Barbarian,1,9,13,2,Monk,1,6,14,2,Rogue,1,7,15,2,10,Boggle,0.125,14,18,1.0
Sorcerer,4,23,10,3,Monk,4,29,15,3,Monk,4,36,13,3,Monk,4,27,11,3,1,Giant Strider,1.0,14,22,0.8626752496381853
Fighter,5,54,13,3,Rogue,5,40,14,3,Warlock,5,42,15,3,Monk,5,32,11,3,12,Kobold Scale Sorcerer,1.0,15,27,0.13661040425339321
Druid,3,23,11,3,Barbarian,3,38,12,3,Sorcerer,3,13,12,3,Barbarian,3,36,14,3,10,Sahuagin,0.5,12,22,0.046269581629280646
Barbarian,3,31,13,3,Sorcerer,3,13,15,3,Sorcerer,3,20,15,3,Wizzard,3,16,12,3,5,Specter,1.0,12,22,0.5918098910820309
Fighter,5,33,15,3,Artificer,5,35,16,3,Fighter,5,40,15,3,Fighter,5,50,18,3,1,Githzerai Enlightened,10.0,18,112,0.6671806626380496
Monk,4,30,15,3,Cleric,4,38,15,3,Bard,4,34,13,3,Warlock,4,24,15,3,10,Cranium Rat,0.0,12,2,1.0
Warlock,1,9,11,2,Fighter,1,7,15,2,Sorcerer,1,5,13,2,Warlock,1,8,13,2,1,Rug of Smothering,2.0,12,33,0.6888089254436068
Bard,1,7,15,2,Sorcerer,1,7,12,2,Bard,1,10,14,2,Sorcerer,1,5,14,2,10,Crab,0.0,11,2,1.0
Rogue,2,15,15,2,Sorcerer,2,12,13,2,Druid,2,14,13,2,Paladin,2,16,14,2,10,Draft Horse,0.25,10,19,0.0
Ranger,2,12,16,2,Monk,2,16,16,2,Artificer,2,18,14,2,Ranger,2,18,12,2,1,Umber Hulk,5.0,18,93,0.0
Bard,3,24,15,3,Barbarian,3,29,15,3,Cleric,3,24,19,3,Sorcerer,3,13,10,3,2,Orog,2.0,18,42,0.6366875089696923
Warlock,5,36,16,3,Warlock,5,43,16,3,Barbarian,5,59,15,3,Fighter,5,46,17,3,1,Howler,8.0,16,90,0.9446398951545815
Fighter,4,37,13,3,Monk,4,20,13,3,Ranger,4,41,15,3,Wizzard,4,26,11,3,1,Lost Sorrowsworn,7.0,15,78,0.7637196951523892
Artificer,5,45,14,3,Fighter,5,43,14,3,Ranger,5,36,16,3,Artificer,5,34,14,3,4,Flesh Golem,5.0,9,93,0.27119281836181314
Sorcerer,4,28,12,3,Paladin,4,41,14,3,Sorcerer,4,24,12,3,Bard,4,29,15,3,2,Duergar Stone Guard,2.0,18,39,0.5154213065329715
Fighter,4,35,13,3,Wizzard,4,27,10,3,Artificer,4,30,16,3,Cleric,4,30,15,3,10,Swarm of Spiders,0.5,12,22,0.0
Barbarian,2,16,12,2,Cleric,2,15,16,2,Paladin,2,17,17,2,Monk,2,12,10,2,1,Lizard King,4.0,15,78,0.258747808066316
Warlock,2,18,11,2,Wizzard,2,14,11,2,Ranger,2,19,14,2,Artificer,2,16,13,2,1,Bulezau,3.0,14,52,0.42898165143647704
Rogue,3,29,17,3,Monk,3,25,10,3,Artificer,3,15,13,3,Warlock,3,22,11,3,1,Xorn,5.0,19,73,0.14655848243422245
Cleric,2,14,18,2,Sorcerer,2,14,11,2,Wizzard,2,13,13,2,Ranger,2,21,16,2,10,Giant Badger,0.25,10,13,0.0
Monk,4,33,14,3,Rogue,4,24,11,3,Warlock,4,26,14,3,Cleric,4,31,19,3,2,Giant Crocodile,5.0,14,85,0.03861285937565498
Barbarian,1,7,13,2,Artificer,1,11,14,2,Fighter,1,10,16,2,Fighter,1,9,19,2,10,Myconid Sprout,0.0,10,7,0.6880769138959214
Sorcerer,2,14,11,2,Ranger,2,19,17,2,Druid,2,20,11,2,Wizzard,2,10,13,2,2,Shadow Mastiff,2.0,12,33,0.9270233196159121
Sorcerer,4,27,11,3,Warlock,4,18,13,3,Warlock,4,30,11,3,Warlock,4,31,11,3,2,Young White Dragon,6.0,17,133,0.0
Ranger,1,7,15,2,Artificer,1,5,13,2,Sorcerer,1,6,15,2,Paladin,1,6,19,2,2,Quickling,1.0,16,10,0.4081153588195842
Sorcerer,4,18,13,3,Cleric,4,33,18,3,Wizzard,4,19,14,3,Warlock,4,34,14,3,1,Gray Slaad,9.0,18,127,0.27725334928724754
Bard,2,19,16,2,Paladin,2,12,16,2,Ranger,2,20,15,2,Rogue,2,17,14,2,2,Poltergeist,2.0,12,22,0.8432059528346708
Monk,5,39,10,3,Artificer,5,41,17,3,Wizzard,5,28,15,3,Ranger,5,40,16,3,10,Bandit,0.125,12,11,0.9047904293540461
Fighter,4,35,16,3,Barbarian,4,36,15,3,Paladin,4,37,19,3,Cleric,4,35,12,3,10,Cockatrice,0.5,11,27,0.6574552983443577
Bard,5,37,15,3,Warlock,5,42,14,3,Monk,5,46,12,3,Warlock,5,45,11,3,10,Slaad Tadpole,0.125,12,10,0.7340748498101409
Druid,1,5,15,2,Ranger,1,11,17,2,Sorcerer,1,4,14,2,Bard,1,9,15,2,10,Pseudodragon,0.25,13,7,0.0
Druid,1,10,12,2,Wizzard,1,6,10,2,Barbarian,1,8,13,2,Paladin,1,11,18,2,10,Giant Fire Beetle,0.0,13,4,1.0
Paladin,2,23,16,2,Sorcerer,2,13,15,2,Fighter,2,18,15,2,Wizzard,2,17,10,2,2,Clockwork Bronze Scout,1.0,13,36,0.3746479473029468
Warlock,5,39,11,3,Wizzard,5,35,13,3,Artificer,5,32,16,3,Paladin,5,38,16,3,10,Flying Sword,0.25,17,17,0.9340451394579081
Cleric,5,26,12,3,Rogue,5,41,14,3,Paladin,5,40,15,3,Artificer,5,24,15,3,2,Bulette,5.0,17,94,0.08686021245774989
Cleric,3,15,16,3,Paladin,3,36,16,3,Druid,3,27,14,3,Druid,3,27,13,3,10,Pteranodon,0.25,13,13,0.9358974358974359
Monk,5,32,16,3,Ranger,5,46,16,3,Cleric,5,38,16,3,Barbarian,5,49,16,3,1,Chuul,4.0,16,93,0.9624077600304666
Sorcerer,3,19,13,3,Druid,3,25,13,3,Fighter,3,27,12,3,Paladin,3,23,15,3,1,Dhergoloth,7.0,15,119,0.728074135996792
Fighter,3,21,12,3,Warlock,3,17,13,3,Monk,3,19,10,3,Fighter,3,30,15,3,2,Galeb Duhr,6.0,16,85,0.26993582135780886
Sorcerer,5,38,15,3,Druid,5,37,11,3,Druid,5,30,15,3,Monk,5,39,16,3,2,Winter Eladrin,10.0,19,165,0.0
Sorcerer,1,5,15,2,Ranger,1,12,16,2,Bard,1,9,16,2,Monk,1,9,15,2,1,Illusionist Wizard,3.0,12,44,0.6153846153846154
Druid,3,21,14,3,Rogue,3,26,16,3,Bard,3,27,14,3,Fighter,3,26,18,3,8,Half-Ogre (Ogrillon),1.0,12,30,0.0
Sorcerer,3,25,10,3,Fighter,3,22,13,3,Bard,3,17,14,3,Cleric,3,22,12,3,2,Gnoll Fang of Yeenoghu,4.0,14,65,0.12219763789496531
Artificer,1,9,18,2,Rogue,1,8,15,2,Druid,1,7,15,2,Monk,1,8,11,2,10,Ox,0.25,10,15,0.0
Warlock,4,26,12,3,Warlock,4,29,13,3,Druid,4,22,15,3,Bard,4,42,13,3,3,Wraith,5.0,13,67,0.4702359964882222
Ranger,1,8,15,2,Barbarian,1,13,17,2,Rogue,1,7,17,2,Fighter,1,11,17,2,1,Giant Hyena,1.0,12,45,0.8969628823455134
Cleric,1,4,16,2,Cleric,1,11,18,2,Fighter,1,6,12,2,Druid,1,8,16,2,10,Monodrone,0.125,15,5,0.21132734530938124
Rogue,1,10,17,2,Sorcerer,1,4,11,2,Paladin,1,9,17,2,Warlock,1,9,15,2,10,Swarm of Spiders,0.5,12,22,0.0
Artificer,2,16,17,2,Sorcerer,2,9,15,2,Sorcerer,2,16,12,2,Fighter,2,16,15,2,10,Kuo-toa,0.25,13,18,0.0
Bard,2,16,12,2,Fighter,2,19,12,2,Warlock,2,14,15,2,Paladin,2,21,17,2,2,Awakened Tree,2.0,13,59,0.427383467028776
Paladin,3,34,14,3,Barbarian,3,30,16,3,Ranger,3,18,15,3,Ranger,3,29,12,3,2,Berbalang,2.0,14,49,0.6326245561477742
Bard,3,27,12,3,Fighter,3,24,14,3,Fighter,3,26,14,3,Barbarian,3,29,13,3,2,Mezzoloth,5.0,18,75,0.0
Paladin,1,10,19,2,Paladin,1,7,14,2,Sorcerer,1,6,10,2,Paladin,1,5,17,2,1,Owlbear,3.0,13,59,0.24944196428571425
Artificer,1,7,17,2,Cleric,1,6,20,2,Monk,1,7,10,2,Druid,1,9,12,2,1,Centaur,2.0,12,45,0.8028169014084507
Warlock,5,42,12,3,Bard,5,33,15,3,Wizzard,5,37,13,3,Druid,5,45,16,3,1,Behir,11.0,17,168,0.0
Sorcerer,2,12,11,2,Monk,2,12,10,2,Cleric,2,15,18,2,Druid,2,19,15,2,2,Gold Dragon Wyrmling,3.0,17,60,0.0
Sorcerer,3,19,11,3,Ranger,3,25,12,3,Monk,3,19,12,3,Rogue,3,19,12,3,4,Quadrone,1.0,16,22,0.0
Ranger,4,28,16,3,Barbarian,4,44,16,3,Cleric,4,23,18,3,Sorcerer,4,27,14,3,5,Rug of Smothering,2.0,12,33,0.7127840338275907
Paladin,3,27,18,3,Artificer,3,26,15,3,Monk,3,27,10,3,Cleric,3,28,14,3,1,Cambion,5.0,19,82,0.7106657291969577
Ranger,4,42,15,3,Sorcerer,4,31,10,3,Monk,4,27,16,3,Sorcerer,4,23,11,3,2,Shadar-kai Shadow Dancer,7.0,15,71,0.0
Cleric,4,28,15,3,Cleric,4,37,14,3,Bard,4,33,14,3,Artificer,4,31,17,3,10,Dretch,0.25,11,18,0.9292598249090587
Warlock,3,23,13,3,Fighter,3,33,14,3,Artificer,3,23,18,3,Rogue,3,20,14,3,10,Dust Mephit,0.5,12,17,0.9118364839206663
Ranger,4,25,12,3,Cleric,4,27,16,3,Wizzard,4,25,15,3,Rogue,4,33,11,3,10,Orc,0.5,13,15,0.0
Bard,4,33,14,3,Ranger,4,43,12,3,Druid,4,37,12,3,Paladin,4,34,15,3,3,Killer Whale,3.0,12,90,0.152836526103881
Wizzard,5,34,13,3,Barbarian,5,47,12,3,Warlock,5,33,15,3,Ranger,5,38,17,3,3,Ogre Howdah,2.0,15,59,0.8315228392457761
Artificer,4,36,13,3,Monk,4,34,16,3,Paladin,4,47,17,3,Cleric,4,32,12,3,4,Faerie Dragon (Blue),2.0,15,14,1.0
Monk,3,24,11,3,Sorcerer,3,12,11,3,Rogue,3,20,11,3,Artificer,3,26,12,3,4,Black Dragon Wyrmling,2.0,17,33,0.0
Paladin,2,14,18,2,Warlock,2,14,12,2,Wizzard,2,10,10,2,Monk,2,15,12,2,10,Swarm of Ravens,0.25,12,24,0.0
Druid,4,34,12,3,Warlock,4,27,14,3,Monk,4,32,15,3,Sorcerer,4,21,12,3,10,Swarm of Insects,0.5,12,22,0.0
Barbarian,3,27,13,3,Fighter,3,31,14,3,Cleric,3,22,17,3,Rogue,3,15,14,3,10,Cat,0.0,12,2,1.0
Druid,3,22,13,3,Artificer,3,17,15,3,Wizzard,3,15,10,3,Fighter,3,31,17,3,10,Firenewt Warrior,0.5,13,27,0.8367234690989219
Monk,3,23,13,3,Barbarian,3,36,12,3,Barbarian,3,36,14,3,Sorcerer,3,12,12,3,1,Drow Mage,7.0,12,45,0.8053715967623253
Fighter,3,31,18,3,Rogue,3,23,13,3,Bard,3,19,12,3,Cleric,3,29,17,3,1,Awakened Tree,2.0,13,59,0.9242417730427425
